ArtikelId,Artikelnummer,Lieferantenreferenznummer,Artikelbezeichnung,ProduktlinieId,Produktline,ProduktbereichId,Produktbereich,ProduktgruppeId,Produktgruppe,ArtikelgruppeId,Artikelgruppe,MarkeId,Marke,ProduktfamilieId,Produktfamilie,MengeneinheitId,Mengeneinheit,Bestand,KollektionsstatusId,Kollektionsstatus,VerkaufspreisBrutto,ZiffernblattfarbeId,Ziffernblattfarbe,ZiffernblattausfuehrungId,Ziffernblattausfuehrung,ZiffernblattbesatzId,Ziffernblattbesatz,ZiffernblattartId,Ziffernblattart,LuenetteId,Luenette,Ringgroesse,Laenge,Durchmesser,WasserdichteId,Wasserdichte,Limitationsnummer,LimitationVon,WerkartId,Werkart,BandartId,Bandart,BandmaterialId,Bandmaterial,SchliesseId,Schliesse,GlasartId,Glasart,OberflaecheId,Oberflaeche,Selektionskennzeichen,Anlagedatum,Lieferantenbarcode,Notiz,Standardbild,IstReserviert,BoxtypId,Boxtyp,Werknummer,Gehaeusenummer,Hoehe,Breite,Tiefe,KaliberId,Kaliber,BandfarbeId,Bandfarbe,LieferantName1,"LieferantName2 ",Anzahl,PerlartId,Perlart,PerlgroesseId,Perlgroesse,PerlfarbeId,"Perlfarbe ",SteinartId,Steinart,SchliffformId,Schliffform,SteinfarbeId,Steinfarbe,ReinheitId,Reinheit,"CtGewicht ",FeingehaltId,Feingehalt,MaterialId,Material,FarbeId,Farbe,"Gesamtgewicht ",IdentifikationsfeldId,Identifikationsfeld,IdentifikationswertId,"Identifikationswert ","BildName "
13725,113720,,"Trauringe ""Individuals"" in Bicolour",6,Schmuck,42,Gold,46,Handschmuck,276,Trauring,,,,,,,0,,,"5499,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.04.2021 15:04:00",,"Die drehbaren Trauringe ""Individuals"" in Bicolour von Perfect Match. Viele Individualisierungen möglich.<br/>Auf Anfrage auch gerne in anderen Ausführungen.",13725-1010.jpeg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",,,,,,,,,,,,,,,,,16,950/ooo,30,Platin,,,,8,"Webshop-Kategorie 1",15844,Trauringe,13725-1010.jpeg
13726,113721,,"Trauringe ""Lifetime"" ",6,Schmuck,42,Gold,46,Handschmuck,276,Trauring,,,,,,,0,,,"4899,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.04.2021 15:07:28",,"Trauringe ""Lifetime"" in Bicolour von Perfect Match. Viele Individualisierungen möglich. Sie geben die Linie Ihres Lebens vor.<br/>Auf Anfrage auch gerne in anderen Ausführungen.",13726-1011.jpeg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",,,,,,,,,,,,,,,,,16,950/ooo,30,Platin,,,,8,"Webshop-Kategorie 1",15848,Trauringe,13726-1011.jpeg
13727,113722,,"Trauringe ""Lifetime"" ",6,Schmuck,42,Gold,46,Handschmuck,276,Trauring,,,,,,,0,,,"4599,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.04.2021 15:10:23",,"Trauringe ""Lifetime"" in Bicolour von Perfect Match. Viele Individualisierungen möglich. Sie geben die Linie Ihres Lebens vor.<br/>Auf Anfrage auch gerne in anderen Ausführungen.",13727-1012.jpeg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",,,,,,,,,,,,,,,,,16,950/ooo,30,Platin,,,,8,"Webshop-Kategorie 1",15852,Trauringe,13727-1012.jpeg
13728,113723,,"Trauringe ""Lifetime"" ",6,Schmuck,42,Gold,46,Handschmuck,276,Trauring,,,,,,,0,,,"4599,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.04.2021 15:11:35",,"Trauringe ""Lifetime"" in Bicolour von Perfect Match. Viele Individualisierungen möglich. Sie geben die Linie Ihres Lebens vor.<br/>Auf Anfrage auch gerne in anderen Ausführungen.",13728-1013.jpeg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",,,,,,,,,,,,,,,,,16,950/ooo,30,Platin,,,,8,"Webshop-Kategorie 1",15856,Trauringe,13728-1013.jpeg
13729,113724,,"Trauringe ""Fingerprint"" in Herzform",6,Schmuck,42,Gold,46,Handschmuck,276,Trauring,,,,,,,0,,,"4799,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.04.2021 15:14:39",,"Trauringe mit Ihrem Fingerabdruck in Herzform. In Bicolour 950/- Platin und 750/- Gelbgold mit Brillantbesatz. <br/>Auf Anfrage auch gerne in anderer Ausführung.",13729-1014.jpeg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",,,,,,,,,,,,,,,,,16,950/ooo,30,Platin,,,,8,"Webshop-Kategorie 1",15860,Trauringe,13729-1014.jpeg
15926,114021,FM/AP1-020,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,20 ct. TW/vsi von Forevermark",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"1999,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"09.11.2021 11:24:34",,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,20 ct. TW/vsi von Forevermark. Der klassische Halsschmuck von Forevermark zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",15926-1076.jpg,False,,,,,,,,3,,,,"Heinz Mayer OHG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",13,"vsi-sehr kleine Einschlüsse","0,2000",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",18656,Forevermark,15926-1076.jpg
17100,114245,FM/AP1-030,"Halsschmuck in 950/- Platin mit 1 Brillanten 0,30 ct. Top Wesselton /vsi von Forevermark",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,1,,,"3379,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"21.12.2021 12:44:26",,"Halsschmuck in 950/- Platin mit 1 Brillanten 0,31 ct. River /vsi von Forevermark. Der klassische Halsschmuck von Forevermark zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",17100-1079.jpg,False,,,,,,,,3,,,,"Heinz Mayer OHG",,1,,,,,,,54,Diamant,15,Brillant,22,"Top Wesselton+(F)",13,"vsi-sehr kleine Einschlüsse","0,3000",16,950/ooo,30,Platin,,,"0,0000",8,"Webshop-Kategorie 1",20352,Forevermark,17100-1079.jpg
17102,114247,FM/F1-025,"Damenring in 950/- Platin mit 1 Brillanten 0,24 ct. TW/vsi von Forevermark",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,1,,,"2099,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"21.12.2021 12:47:41",,"Damenring in 950/- Platin mit 1 Brillanten 0,25 ct. TW/vsi von Forevermark. Der klassische Damenring von Forevermark zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",17102-1085.jpg,False,,,,,,,,3,,,,"Heinz Mayer OHG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",13,"vsi-sehr kleine Einschlüsse","0,2400",16,950/ooo,30,Platin,,,"0,0000",8,"Webshop-Kategorie 1",20360,"Ringe mit Brillianten",17102-1085.jpg
17104,114249,FM/F1-100,"Damenring in 950/- Platin mit 1 Brillanten 1,01 ct. TW/vvsi von Forevermark",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,1,,,"23879,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"21.12.2021 12:51:06",,"Damenring in 950/- Platin mit 1 Brillanten 1,00 ct. TW/vvsi von Forevermark. Der klassische Damenring von Forevermark zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",17104-1088.jpg,False,,,,,,,,3,,,,"Heinz Mayer OHG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",13,"vsi-sehr kleine Einschlüsse","1,0200",16,950/ooo,30,Platin,,,"0,0000",8,"Webshop-Kategorie 1",20368,Forevermark,17104-1088.jpg
17105,114250,FM/F1-050,"Damenring in 950/- Platin mit 1 Brillanten 0,50 ct. TW/vsi von Forevermark",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,1,,,"6739,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"21.12.2021 12:52:31",,"Damenring in 950/- Platin mit 1 Brillanten 0,53 ct. River/vsi von Forevermark. Der klassische Damenring von Forevermark zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",17105-1091.jpg,False,,,,,,,,3,,,,"Heinz Mayer OHG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",13,"vsi-sehr kleine Einschlüsse","0,5000",16,950/ooo,30,Platin,,,"0,0000",8,"Webshop-Kategorie 1",20372,,17105-1091.jpg
17107,114252,FM/OE1-030,"Ohrschmuck in 950/- Platin mit 2 Brillanten 0,28 ct. TW/vsi von Forevermark",6,Schmuck,37,Diamant,54,"Kopf- und Ohrschmuck",266,"Stecker klein",,,,,,,1,,,"1789,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"21.12.2021 12:57:32",,"Ohrschmuck in 950/- Platin mit 2 Brillanten 0,28 ct. TW/vsi von Forevermark. Der klassische Ohrschmuck von Forevermark zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",17107-1097.jpg,False,,,,,,,,3,,,,"Heinz Mayer OHG",,1,,,,,,,54,Diamant,15,Brillant,22,"Top Wesselton+(F)",13,"vsi-sehr kleine Einschlüsse","0,1400",16,950/ooo,30,Platin,,,"0,0000",8,"Webshop-Kategorie 1",20380,Forevermark,17107-1097.jpg
17108,114253,FM/F14-030,"Brillantring ForeverMark Center of my Universe 0,56ct. TW/Si",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,1,,,"4809,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.12.2021 12:58:44",,,17108-1101.jpg,False,,,,,,,,,,,,"Heinz Mayer OHG",,1,,,,,,,54,Diamant,15,Brillant,22,"Top Wesselton+(F)",13,"vsi-sehr kleine Einschlüsse","0,3100",16,950/ooo,30,Platin,,,,8,"Webshop-Kategorie 1",20384,Forevermark,17108-1101.jpg
17109,114254,FM/AF15-030,"Brillantanhänger Forevermark Center of my Universe 0,42ct. TW/Si",6,Schmuck,37,Diamant,45,Halsschmuck,104,"Collier mit Mittelteil",,,,,,,1,,,"4169,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.12.2021 13:07:02",,,17109-1102.jpg,False,,,,,,,,,,,,"Heinz Mayer OHG",,1,,,,,,,54,Diamant,15,Brillant,22,"Top Wesselton+(F)",13,"vsi-sehr kleine Einschlüsse","0,3300",16,950/ooo,30,Platin,,,,8,"Webshop-Kategorie 1",20388,Forevermark,17109-1102.jpg
17110,114255,FM/OF16/60,"Brillantohrstecker Forevermark Center of my Universe 0,81 ct. TW/vvsi",6,Schmuck,37,Diamant,54,"Kopf- und Ohrschmuck",265,"Stecker groß",,,,,,,1,,,"6759,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.12.2021 13:12:12",,,17110-1103.jpg,False,,,,,,,,,,,,"Heinz Mayer OHG",,2,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",14,"vvsi-Sehr,sehr kleine Einschlüsse","0,6200",16,950/ooo,30,Platin,,,,8,"Webshop-Kategorie 1",20392,Forevermark,17110-1103.jpg
19146,114391,8034-3004,"""Flex"" Damenring in 750/- Roségold mit Brillanten 0,35 ct.",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"2250,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"26.01.2022 15:38:21",,"Damenring ""Flex"" in 750/- Roségold mit 7 Brillanten 0,35ct. TW/si. Mit unserer innovativen TENNIS-FLEX Kollektion erhalten Sie maximalen Tragekomfort. Durch die elastischen Federn im Innern können sich die Ringe bis zu sechs Größen weiten – High-End-Tragekomfort für Ihre Finger.",19146-1106.jpg,False,,,,,,,,,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,7,,,,,,,54,Diamant,15,Brillant,,,,,"0,3500",11,750/ooo,25,Gold,12,rosé,,8,"Webshop-Kategorie 1",22536,"Ringe mit Brillianten",19146-1106.jpg
19243,114488,,"Ring 925/- Ag mit grünem Turmalin",6,Schmuck,59,Silber,46,Handschmuck,119,Damenring,14,"Perfect Match",,,83,Anzahl,0,1,Neuheit,"399,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.03.2022 15:35:48",,,19243-1115.jpg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",,,,,,,,,,,,,,,,,,,,,,,,8,"Webshop-Kategorie 1",22940,"Silber Damenring",19243-1115.jpg
19306,114551,1.160.011.001,"Characters Ring 14.0 Edge in 925/- Silber /Personalisierbar",6,Schmuck,59,Silber,46,Handschmuck,119,Damenring,,,,,,,1,,,"369,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 11:55:03",,"DETAILS:<br/>- Kategorie: Ring<br/>- Kollektion: LOVE-LETTER<br/>- Serie: CHARACTERS<br/>- Oberfläche: glänzend<br/>- Breite: 14 mm<br/>- Höhe: 4 mm<br/>- Edelstein (optional): Brillantschliff 0,08 ct H/SI1<br/><br/>*Preise ohne Diamanten<br/><br/>Der eindrucksvolle Characters Ring 14.0 Edge Ring mit einem glatten Rand überzeugt mit einem faszinierenden Design aus personalisierten Buchstaben und Symbolen. Der Ring verfügt über drei deutlich sichtbare Textzeilen für Ihre ganz eigene bedeutungsvolle Botschaft. Halten Sie die persönlichsten Momente Ihres Lebens in diesem besonderen Schmuckstück fest. Zudem gibt es die Möglichkeit den Ring mit Diamanten besetzen zu lassen und so noch exklusiver zu gestalten.<br/><br/>Kreieren Sie ein außergewöhnliches Schmuckstück als Ihr ganz persönliches Design-Piece oder als besonderes Geschenk für Ihre Liebsten.",19306-1119.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,"0,0000",8,"Webshop-Kategorie 1",23192,Luis&Freya,19306-1119.png
19307,114552,1.160.010.001,"Characters Ring 14.0 in 925/- Silber / Personalisierbar",6,Schmuck,59,Silber,46,Handschmuck,119,Damenring,,,,,,,2,,,"349,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 12:40:00",,"DETAILS:<br/>- Kategorie: Ring<br/>- Kollektion: LOVE-LETTER<br/>- Serie: CHARACTERS<br/>- Oberfläche: glänzend<br/>- Breite: 14 mm<br/>- Höhe: 4 mm<br/><br/>- Edelstein (optional): Brillantschliff 0,08 ct H/SI1<br/><br/>*Preise ohne Diamanten<br/><br/>Der eindrucksvolle Characters Ring 14.0 Ring überzeugt mit einem faszinierenden Design aus personalisierten Buchstaben und Symbolen. Der Ring verfügt über drei deutlich sichtbare Textzeilen für Ihre ganz eigene bedeutungsvolle Botschaft. Halten Sie die persönlichsten Momente Ihres Lebens in diesem besonderen Schmuckstück fest. Zudem gibt es die Möglichkeit den Ring mit Diamanten besetzen zu lassen und so noch exklusiver zu gestalten.<br/><br/>Kreieren Sie ein außergewöhnliches Schmuckstück als Ihr ganz persönliches Design-Piece oder als besonderes Geschenk für Ihre Liebsten.",19307-1120.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23196,Luis&Freya,19307-1120.png
19308,114553,1.160.051.001,"Characters Ring 10.0 Edge in 925/- Silber  / Personalisierbar",6,Schmuck,59,Silber,46,Handschmuck,119,Damenring,,,,,,,1,,,"349,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 12:49:21",,"DETAILS:<br/>- Kategorie: Ring<br/>- Kollektion: LOVE-LETTER<br/>- Serie: CHARACTERS<br/>- Oberfläche: glänzend<br/>- Breite: 10 mm<br/>- Höhe: 3,6 mm<br/>- Edelstein (optional): Brillantschliff 0,08 ct H/SI1<br/><br/>*Preise ohne Diamanten<br/><br/>Der auffallende Characters Ring 10.0 Edge Ring mit einem glatten Rand zeichnet sich durch sein personalisiertes Buchstaben- und Symboldesign aus. Er verfügt über drei deutlich sichtbare Textzeilen für Ihre ganz eigene, bedeutungsvolle Botschaft. Halten Sie die persönlichsten Momente Ihres Lebens in diesem besonderen Schmuckstück fest. Zudem gibt es die Möglichkeit den Ring mit Diamanten besetzen zu lassen und so noch exklusiver zu gestalten.",19308-1121.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23200,Luis&Freya,19308-1121.png
19309,114554,1.160.050.001,"Characters Ring 10.0 in 925/- Silber  / Personalisierbar",6,Schmuck,59,Silber,46,Handschmuck,119,Damenring,,,,,,,2,,,"329,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 12:57:48",,"- Kategorie: Ring<br/>- Kollektion: LOVE-LETTER<br/>- Serie: CHARACTERS<br/>- Oberfläche: glänzend<br/>- Breite: 10 mm<br/>- Höhe: 3,6 mm<br/>- Edelstein (optional): Brillantschliff 0,08 ct H/SI1<br/><br/>*Preise ohne Diamanten<br/><br/>Der auffallende Characters Ring 10.0 Ring zeichnet sich durch sein personalisiertes Buchstaben- und Symboldesign aus. Er verfügt über drei deutlich sichtbare Textzeilen für Ihre ganz eigene, bedeutungsvolle Botschaft. Halten Sie die persönlichsten Momente Ihres Lebens in diesem besonderen Schmuckstück fest. Zudem gibt es die Möglichkeit den Ring mit Diamanten besetzen zu lassen und so noch exklusiver zu gestalten.<br/><br/>Kreieren Sie ein außergewöhnliches Schmuckstück als Ihr ganz persönliches Design-Piece oder als besonderes Geschenk für Ihre Liebsten.",19309-1122.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23204,Luis&Freya,19309-1122.png
19311,114556,1.160.062.001,"Characters Ring 5.0 in 925/- Silber  / Personalisierbar",6,Schmuck,59,Silber,46,Handschmuck,119,Damenring,,,,,,,1,,,"259,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 13:17:15",,"- Kategorie: Ring<br/>- Kollektion: LOVE-LETTER<br/>- Serie: CHARACTERS<br/>- Oberfläche: glänzend<br/>- Breite: 5 mm<br/>- Höhe: 2 mm<br/>- Edelstein (optional): Brillantschliff 0,08 ct H/SI1<br/><br/>*Preise ohne Diamanten<br/><br/>Verewigen Sie Ihre Liebe. Der klassiche Characters Ring 5.0 Verlobungs- und Trauring überzeugt mit einem faszinierenden Design aus Buchstaben und Symbolen. Er präsentiert eine deutlich sichtbare Textzeile für Ihre ganz eigene bedeutungsvolle Liebesbotschaft. Der Ring ist in einer Breite von 5 mm erhältlich und kann auf Wunsch mit einem Diamanten verziert werden.<br/><br/>Halten Sie Ihre persönliche Liebesbotschaft oder das Ehegelübte zwischen Ihnen und Ihrem Partner in diesem besonderen Schmuckstück fest.<br/>",19311-1123.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23212,Luis&Freya,19311-1123.png
19313,114558,160.020.001,"Characters Ring 3.0 in 925/- Silber  / Personalisierbar",6,Schmuck,59,Silber,46,Handschmuck,119,Damenring,,,,,,,1,,,"229,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 13:30:50",,"Schmal und detailreich sticht der Characters Ring 3.0 Ring vor allem durch sein personalisiertes Buchstaben- und Symboldesign hervor. Er präsentiert eine deutlich sichtbare Textzeile. Geben Sie dem Ring mit Ihrem individuellen Statement oder einer emotionalen Botschaft eine persönliche Note. Das filigrane Schmuckstück kann allein oder in Kombination mit unseren anderen Ringen getragen werden.<br/><br/>Kreieren Sie ein außergewöhnliches Schmuckstück als Ihr ganz persönliches Design-Piece oder als besonderes Geschenk für Ihre Liebsten.",19313-1125.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23220,Luis&Freya,19313-1125.png
19315,114560,2.160.010.004,"Poem Pendant 19.0 Heart in 925/- Silber  / Personalisierbar",6,Schmuck,59,Silber,45,Halsschmuck,68,Anhänger,,,,,,,3,,,"199,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 13:53:45",,"- Kategorie: Anhänger<br/>- Kollektion: LOVE-LETTER<br/>- Serie: POEM<br/>- Oberfläche: glänzend<br/>- Breite: 19 mm<br/>- Höhe: 21 mm<br/>- Edelstein (optional): Brillantschliff 0,008ct H/SI1<br/><br/>*Preise ohne Diamanten<br/><br/>Der Poem Pendant 19.0 Heart Anhänger hat ein filigranes Herzdesign, das aus personalisierten Buchstaben und Symbolen besteht. Beide Hälften des Herzens können mit zwei Textzeilen personalisiert werden, die nicht voneinander abhängig sind. Der Anhänger kann auf Wunsch mit einem Diamanten verziert werden. Die ideale Geschenkidee, um einem geliebten Menschen zu zeigen, wie wichtig er für Sie ist.<br/><br/>Kreieren Sie ein außergewöhnliches Schmuckstück als Ihr ganz persönliches Design-Piece oder als besonderes Geschenk für Ihre Liebsten.",19315-1127.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23228,Luis&Freya,19315-1127.png
19316,114561,2.160.030.001,"Characters Pendant 15.0 Sphere in 925/- Silber  / Personalisierbar",6,Schmuck,59,Silber,45,Halsschmuck,68,Anhänger,,,,,,,1,,,"269,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 13:59:54",,"- Kategorie: Anhänger<br/>- Kollektion: LOVE-LETTER<br/>- Serie: CHARACTERS<br/>- Oberfläche: glänzend<br/>- Breite: 15 mm<br/>- Höhe: 15 mm<br/>- Edelstein (optional): Brillantschliff 0,025 ct H/SI1<br/><br/>*Preise ohne Diamanten<br/><br/>Die Besonderheit bei diesem Characters Pendant 15.0 Sphere Kugelanhänger ist das personalisierte Design mit Buchstaben und Symbolen auf einem gebürsteten, geschlossenen Hintergrund. Er verfügt über 18 Textzeilen für Ihre ganz eigene bedeutungsvolle Botschaft. Halten Sie die persönlichen Momente Ihres Lebens in diesem besonderen Schmuckstück fest. Auf Wunsch sorgt eine Diamantverzierung für zusätzliche Brillanz.",19316-1128.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23232,Luis&Freya,19316-1128.png
19317,114562,2.160.040.001,"Characters Pendant 10.0 Hoop in 925/- Silber  / Personalisierbar",6,Schmuck,59,Silber,45,Halsschmuck,68,Anhänger,,,,,,,1,,,"229,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 14:03:50",,"- Kategorie: Anhänger<br/>- Kollektion: LOVE-LETTER<br/>- Serie: CHARACTERS<br/>- Oberfläche: glänzend<br/>- Breite: 10 mm<br/>- Höhe: 15 mm<br/><br/>Klassisch, schlicht und dennoch mit einer starken Botschaft. Der Characters Pendant 10.0 Hoop Kettenanhänger zeichnet sich durch sein personalisiertes Buchstaben- und Symboldesign aus. Er verfügt über drei individuelle Textzeile für Ihre ganz eigene, bedeutungsvolle Botschaft. Geben Sie dem Anhänger mit Ihrem individuellen Statement oder einer emotionalen Botschaft eine persönliche Note.<br/><br/>Kreieren Sie ein außergewöhnliches Schmuckstück als Ihr ganz persönliches Design-Piece oder als besonderes Geschenk für Ihre Liebsten.<br/>",19317-1129.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23236,Luis&Freya,19317-1129.png
19318,114563,160.110.001,"Characters Ring 7.0 Even in 925/- Silber / Personalisierbar",6,Schmuck,59,Silber,46,Handschmuck,119,Damenring,,,,,,,1,,,"269,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 14:07:05",,"- Kategorie: Ring<br/>- Kollektion: LOVE-LETTER<br/>- Serie: CHARACTERS<br/>- Oberfläche: glänzend<br/>- Breite: 7 mm<br/>- Höhe: 1,6 mm<br/>- Edelstein (optional): Brillantschliff 0,025 ct H/SI1<br/><br/>*Preise ohne Diamanten<br/><br/>Der Characters Ring 7.0 Even Ring sticht vor allem durch sein personalisiertes Buchstaben- und Symboldesign hervor, welche auf einem vollflächigem Hintergrund Platz finden. Er verfügt über zwei deutlich sichtbare Textzeilen für Ihre ganz eigene, bedeutungsvolle Botschaft. Der Ring kann auf Wunsch mit Diamanten verziert werden und das glatte Design sorgt für ein angenehmes Tragegefühl.<br/><br/>Kreieren Sie ein einzigartiges Schmuckstück als Ihr ganz persönliches Design-Piece oder als besonderes Geschenk für Ihre Liebsten.",19318-1130.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23240,Luis&Freya,19318-1130.png
19319,114564,1.160.100.001-52,"Icon Ring 4.0 in 925/- Silber / Personalisierbar",6,Schmuck,59,Silber,46,Handschmuck,119,Damenring,,,,,,,2,,,"269,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03.05.2022 14:11:44",,"- Kategorie: Ring<br/>- Kollektion: LOVE-LETTER<br/>- Oberfläche: glänzend<br/>- Breite: 4 mm<br/>- Höhe: 1,8 mm<br/><br/>Der raffinierte Icon Ring 4.0 besticht mit einem einmaligen Design und zeichnet sich vor allem durch seinen personalisierten Buchstaben und Symboldesign aus. Er verfügt über eine Textzeile für Ihre ganz eigene bedeutungsvolle Botschaft. Geben Sie dem Ring mit Ihrem individuellen Statement oder einer emotionalen Botschaft eine persönliche Note. Die Innenseite des Icon Rings 4.0 sorgt mit ihrem glatten Design für ein angenehmes Tragegefühl.<br/><br/>Kreieren Sie ein einzigartiges Schmuckstück als Ihr ganz persönliches Design-Piece oder als besonderes Geschenk für Ihre Liebsten.<br/>",19319-1131.png,False,,,,,,,,,,,,"Luis & Freya GmbH",,,,,,,,,,,,,,,,,,15,925/ooo,39,Silber,,,,8,"Webshop-Kategorie 1",23244,Luis6Freya,19319-1131.png
